100 150 30 226 30
100 185 30 226 30
100 220 30 226 30
100 255 30 226 30
100 290 30 226 30
100 325 30 226 30
100 360 30 226 30
100 395 30 226 30
100 430 30 226 30
100 465 30 226 30
100 500 30 226 30
116 150 30 226 30
116 185 30 226 30
116 220 30 226 30
116 255 30 226 30
116 290 30 226 30
116 325 30 226 30
116 360 30 226 30
116 395 30 226 30
116 430 30 226 30
116 465 30 226 30
116 500 30 226 30
132 150 30 226 30
132 185 30 226 30
132 220 30 226 30
132 255 30 226 30
132 290 30 226 30
132 325 30 226 30
132 360 30 226 30
132 395 30 226 30
132 430 30 226 30
132 465 30 226 30
132 500 30 226 30
148 150 30 226 30
148 185 30 226 30
148 220 30 226 30
148 255 30 226 30
148 290 30 226 30
148 325 30 226 30
148 360 30 226 30
148 395 30 226 30
148 430 30 226 30
148 465 30 226 30
148 500 30 226 30
164 150 30 226 30
164 185 30 226 30
164 220 30 226 30
164 255 30 226 30
164 290 30 226 30
164 325 30 226 30
164 360 30 226 30
164 395 30 226 30
164 430 30 226 30
164 465 30 226 30
164 500 30 226 30
180 150 30 226 30
180 185 30 226 30
180 220 30 226 30
180 255 30 226 30
180 290 30 226 30
180 325 30 226 30
180 360 30 226 30
180 395 30 226 30
180 430 30 226 30
180 465 30 226 30
180 500 30 226 30
